English,Fon
"Repent therefore! Otherwise, I will soon come to you and will fight against them with the sword of my mouth. ","Hǔn, bo lɛ́ kɔ sín hwɛ towe lɛ́ɛ gúdo; é ma nyí mɔ̌ ǎ ɔ́, un ná wá mɔ we ɖo malín málín mɛ din, bó ná zé hwǐ e nɔ tɔ́n sín nu ce mɛ ɔ́ dó fun ahwan xá mɛ énɛ́ lɛ́ɛ. "
"He who has an ear, let him hear what the Spirit says to the churches. To him who overcomes, I will give some of the hidden manna. I will also give him a white stone with a new name written on it, known only to him who receives it. ","“Mɛ e ɖó tó bó ná dó se nǔ ɔ́ ní se nǔ e ɖɔ nú agun lɛ́ɛ wɛ Yɛsinsɛn ɖe ɔ́ ganjí! “Mɛ e ná ɖu ɖ'é jí ɔ́, un ná ná ɛ nǔɖuɖu e è nɔ ylɔ́ ɖɔ mǎna bɔ é ɖo hwlǎhwlá ɔ́. Un ná lɛ́ ná ɛ awǐnnya wěwé e jí è wlǎn nyǐkɔ yɔ̌yɔ́ ɖé dó ɔ́; mɛ ɖěbǔ tunwun nyǐkɔ énɛ́ zɛ mɛ e yí awǐnnya énɛ́ é wú ǎ.” "
"“To the angel of the church in Thyatira write: These are the words of the Son of God, whose eyes are like blazing fire and whose feet are like burnished bronze. ","Wlǎn wěma sɛ́ dó agun Klísu tɔn e ɖo Tiatíi ɔ́ sín wɛnsagun, bó ɖɔ n'i ɖɔ: “Mawu ví e nukún tɔn lɛ́ɛ nɔ kán zo myɔ ɖɔhun, bɔ afɔ tɔn lɛ́ɛ nɔ kɔ́n ganvɔ e è ɖiɖi wǔ ná ɔ́ ɖɔhun ɔ́, xó e é ɖɔ ɔ́ ɖíe: "
"I know your deeds, your love and faith, your service and perseverance, and that you are now doing more than you did at first. ","Un tunwun nǔ e wa wɛ a ɖe ɔ́ bǐ; un tunwun lě e a ɖo gbejí gbɔn é; un tunwun lě e a bǐ dó azɔ̌ wú gbɔn é, bó tunwun suúlu e a ɖǒ é. Un tunwun ɖɔ azɔ̌ e wa wɛ a ɖe din ɔ́ sukpɔ́ hú ée a wa ɖo bǐbɛ́mɛ é. "
"Nevertheless, I have this against you: You tolerate that woman Jezebel, who calls herself a prophetess. By her teaching she misleads my servants into sexual immorality and the eating of food sacrificed to idols. ","Lo ɔ́, nǔ towe e vɛ́ wǔ ce ɔ́ ɖíe: nyɔ̌nu e nɔ nyí Jezabɛ́li bó nɔ ylɔ́ éɖée ɖɔ gbeyíɖɔ Mawu tɔn ɔ́, a nɔ jó e dó bɔ é nɔ kplɔ́n nǔ mɛsɛntɔ́ ce lɛ́ɛ ɖɔ yě ní nɔ́ lɛ aga; yě ní nɔ́ ɖu kanlin e è xwlé vodún lɛ́ɛ sín lan; é nɔ́ kplɔ́n nǔ énɛ́ lɛ́ɛ yě dó flú yě. "
"I have given her time to repent of her immorality, but she is unwilling. ","Un jó hwenu dó n'i, bónú é ná lɛ́ kɔ sín hwɛ tɔn lɛ́ɛ gúdo; lo ɔ́, é jló ná jó agalilɛ dó ǎ. "
"So I will cast her on a bed of suffering, and I will make those who commit adultery with her suffer intensely, unless they repent of her ways. ","Énɛ́ ɔ́ wú wɛ un ná zé e nyi zan jí; un ná zɔ́n bɔ mɛ e nɔ lɛ aga xá ɛ lɛ́ɛ lɔ ná mɔ wǔvɛ́ ɖaxó, afi nú yě lɛ́ kɔ sín nǔ nyanya e wa wɛ é kpó yě kpó ɖe lɛ́ɛ gúdo. "
"I will strike her children dead. Then all the churches will know that I am he who searches hearts and minds, and I will repay each of you according to your deeds. ","Un ná hu vǐ tɔn lɛ́ɛ; énɛ́ ɔ́, agun Klísu tɔn lɛ́ɛ bǐ ná tunwun ɖɔ nyɛ wɛ nyí mɛ e nɔ tunwun linlin kpódó jlǒ gbɛtɔ́ tɔn lɛ́ɛ kpán é. Un ná sú lě e mi mɛ ɖokpó ɖokpó wa nǔ gbɔn ɔ́ sín axɔ́ mi. "
"Now I say to the rest of you in Thyatira, to you who do not hold to her teaching and have not learned Satan's so-called deep secrets (I will not impose any other burden on you): ","“Amɔ̌ midɛɛ lɛ́ɛ ɔ́, mi mɛ e ɖo agun Tiatíi tɔn ɔ́ mɛ, bó ma xwedó nǔkplɔ́nmɛ nyanya énɛ́ ɔ́ ǎ, bó ma ka mɔ nukúnnú jɛ nǔ e mɛ énɛ́ lɛ́ɛ nɔ ylɔ́ ɖɔ ‘do gɔngɔn Satáan tɔn’ ɔ́ wú ǎ lɛ́ɛ ɔ́, un ɖo ɖiɖɔ nú mi wɛ ɖɔ un kún sɔ́ ná ɖíɖá agban ɖěvo mi ó. "
Only hold on to what you have until I come. ,"Lo ɔ́, mi hɛn nǔ e mi ɖó ɔ́ wú syɛ́nsyɛ́n káká bónú ma wá. "
"To him who overcomes and does my will to the end, I will give authority over the nations– ","“Mɛ e ná ɖu ɖ'é jí, bó ná wa nǔ e un jló ɔ́ káká yi vivɔnu ɔ́, un ná ná ɛ acɛ e nyɛ ɖésúnɔ un yí ɖo Tɔ́ ce sí é: un ná ná bɔ é ná kpa acɛ nú akɔta lɛ́ɛ. Acɛkpikpa tɔn ná syɛ́n gankpo ɖɔhun, bó ná gba yě hánnyá lě e è nɔ gba kozɛ́n hánnyá gbɔn é. "
I will also give him the morning star. ,Un ná ná ɛ sunví zǎnzǎn tɔn lɔmɔ̌. 
"He who has an ear, let him hear what the Spirit says to the churches.“To the angel of the church in Sardis write: These are the words of him who holds the seven spirits of God and the seven stars. I know your deeds; you have a reputation of being alive, but you are dead. ","“Mɛ e ɖó tó, bó ná dó se nǔ ɔ́ ní se nǔ jɛ nǔ e ɖɔ nú agun lɛ́ɛ wɛ Yɛsinsɛn ɖe ɔ́ mɛ ganjí!”Wlǎn wěma sɛ́ dó agun Klísu tɔn e ɖo Saadu ɔ́ sín wɛnsagun, bó ɖɔ n'i ɖɔ: “Mɛ e sí yɛ Mawu tɔn tɛ́nwe lɛ́ɛ kpódó sunví tɛ́nwe lɛ́ɛ kpán ɖe ɔ́, xó e é ɖɔ ɔ́ ɖíe: Un tunwun nǔ e wa wɛ a ɖe ɔ́ bǐ; un tunwun ɖɔ è nɔ mɔ we dó mɔ mɛ gbɛɖe; lo ɔ́, a ko kú. "
"Wake up! Strengthen what remains and is about to die, for I have not found your deeds complete in the sight of my God. ","Fɔ́n, bó dó wǔsyɛ́n lanmɛ nú nǔ e lɛ́ kpo ɖo así towe é, bónú é ma kú bǐ gbídígbídí ó, ɖó un mɔ ɖɔ azɔ̌ e a wa lɛ́ɛ kún nyí azɔ̌ e nyɔ́ bɔ nǔ vɔ ɖ'é wú ɖo Mawu ce nukɔn ɔ́ ó. "
"Remember, therefore, what you have received and heard; obey it, and repent. But if you do not wake up, I will come like a thief, and you will not know at what time I will come to you. ","Hǔn, bó flín kplɔ́n e a yǐ ɔ́, bó flín lě e a se gbɔn é; se tónú nú kplɔ́n énɛ́ ɔ́, bó lɛ́ kɔ sín hwɛ towe lɛ́ɛ gúdo. Ényí a ma fɔ́n ǎ ɔ́, un ná wá fyán we ajotɔ́ ɖɔhun, a nǎ tunwun gan e mɛ un ná wá dó é ǎ. "
"Yet you have a few people in Sardis who have not soiled their clothes. They will walk with me, dressed in white, for they are worthy. ","É ka ɖo mɔ̌ có, ɖo Saadu ɔ́, mɛ towe lɛ́ɛ ɖě tíin, bó hɛn awu yětɔn lɛ́ɛ blí ǎ. Yě ná dó awu wěwé, bó ná zɔn xá mì, ɖó yě nyí mɛ e jɛ xá é. "
"He who overcomes will, like them, be dressed in white. I will never blot out his name from the book of life, but will acknowledge his name before my Father and his angels. ",“Mɔ̌ wɛ mɛ e ná ɖu ɖ'é jí ɔ́ ná dó awu wěwé gbɔn
"He who has an ear, let him hear what the Spirit says to the churches. ","“Mɛ e ɖó tó bó ná dó se nǔ ɔ́, ní se nǔ jɛ nǔ e ɖɔ nú agun Klísu tɔn lɛ́ɛ wɛ Yɛsinsɛn ɖe ɔ́ mɛ ganjí!” "
"“To the angel of the church in Philadelphia write: These are the words of him who is holy and true, who holds the key of David. What he opens no one can shut, and what he shuts no one can open. ","“Wlǎn wěma sɛ́ dó agun Klísu tɔn e ɖo Filadɛlufíi ɔ́ sín wɛnsagun, bó ɖɔ n'i ɖɔ: “Mɛ e nyí mɛ mímɛ́, bó nyí mɛ titewungbe ɔ́, mɛ e sí axɔ́sú Davídi sín cávi ɔ́ ɖe ɔ́, mɛ e nɔ hun hɔn bɔ mɛ ɖěbǔ ma nɔ sixú sú ǎ é, mɛ e nɔ sú hɔn bɔ mɛ ɖěbǔ ma nɔ sixú hun ǎ é ɔ́, xó e é ɖɔ ɔ́ ɖíe: "
"I know your deeds. See, I have placed before you an open door that no one can shut. I know that you have little strength, yet you have kept my word and have not denied my name. ","Un tunwun nǔ e wa wɛ a ɖe ɔ́ bǐ; un tunwun ɖɔ hlɔ̌nhlɔ́n kpɛɖé jɛ́n a ɖǒ; é ka ɖo mɔ̌ có, a blǒ ɖó xó ce jí; a nɔ gbejí nú mì; un hun hɔn ɖé ɖo nukɔn towe bɔ mɛ ɖěbǔ sixú sú ǎ. "
"I will make those who are of the synagogue of Satan, who claim to be Jews though they are not, but are liars–I will make them come and fall down at your feet and acknowledge that I have loved you. ","Mɛ e ɖo Satáan sín kplɔ́ngbasá lɛ́ɛ ɔ́, yě mɛ adingbannɔ énɛ́ lɛ́ɛ e nɔ ɖɔ émí nyí Jwifu, bó ma ka nyí ǎ lɛ́ɛ ɔ́, nǔ e un ná wa xá yě ɔ́ ɖíe: un ná dɔn yě gǎnnugǎnnu, bɔ yě ná wá jɛ kpo ɖo nukɔn towe, bó ná wlí yɛ̌yi nú we. Yě ná tunwun ɖɔ un yí wǎn nú we. "
"Since you have kept my command to endure patiently, I will also keep you from the hour of trial that is going to come upon the whole world to test those who live on the earth. ","Đó xó e un ɖɔ nú we ɖɔ hwi ní ɖó kan dó nǔ wú ɔ́, a hɛn dó ayi mɛ; énɛ́ wútu ɔ́, hwenu e awě e ná wá xo gbɛ ɔ́ bǐ, bó ná tɛ́n mɛ e ɖo ayǐkúngban jí lɛ́ɛ kpɔ́n ɔ́ ná wá ɔ́, nyɛ lɔ ná cyɔ́n alɔ jǐ we. "
"I am coming soon. Hold on to what you have, so that no one will take your crown. ","Un ná wá ɖo malín málín mɛ din. Hɛn nǔ e ɖo así towe ɔ́ syɛ́nsyɛ́n, bónú mɛɖé ma yí ɖuɖéjí towe sín ajɔ ɔ́ sín así towe ó. "
"Him who overcomes I will make a pillar in the temple of my God. Never again will he leave it. I will write on him the name of my God and the name of the city of my God, the new Jerusalem, which is coming down out of heaven from my God; and I will also write on him my new name. ","“Mɛ e ná ɖu ɖ'é jí ɔ́, un ná sɔ́ ɛ dó bló dotín ná ɖo sinsɛnxɔ Mawu ce tɔn mɛ, bɔ é sɔ́ ná tɔ́n ǎ. Un ná wlán Mawu ce sín nyǐkɔ kpódó Mawu ce sín toxo sín nyǐkɔ kpán dó wǔ tɔn; Mawu ce sín toxo ɔ́ wɛ nyí Jeluzalɛ́mu yɔ̌yɔ́ e Mawu ce ná sɛ́ dó, bɔ é ná jɛ te sín sɛ́xwé wá é. Un ná wlán nyǐkɔ ce yɔ̌yɔ́ ɔ́ lɔ dó wǔ tɔn. "
"He who has an ear, let him hear what the Spirit says to the churches. ",“Mɛ e ɖó tó bó ná dó se nǔ ɔ́ ní mɔ nǔ jɛ nǔ e ɖɔ nú agun Klísu tɔn lɛ́ɛ wɛ Yɛsinsɛn ɖe ɔ́ mɛ ganjí.” 
"“To the angel of the church in Laodicea write: These are the words of the Amen, the faithful and true witness, the ruler of God's creation. ","“Wlǎn wěma sɛ́ dó agun Klísu tɔn e ɖo Lawodisée ɔ́ sín wɛnsagun, bó ɖɔ n'i ɖɔ: “Mɛ e nɔ nyí Amǐ, bó nyí Kúnnuɖetɔ́ gbejínɔtɔ́ titewungbe, bó nyí mɛ e jí Mawu blǒ nǔ bǐ sésé gbɔn ɔ́, xó e é ɖɔ ɔ́ ɖíe: "
"I know your deeds, that you are neither cold nor hot. I wish you were either one or the other! ","Un tunwun nǔ e a wa ɔ́ bǐ; un tunwun ɖɔ a kún fá ó, a kún ka hun zo ó; é jló mì ɖésú ɖɔ a nǐ nyí ɖokpó ɖo we lɛ́ɛ mɛ. "
"So, because you are lukewarm–neither hot nor cold–I am about to spit you out of my mouth. ","Lo ɔ́, ée é ka nyí ɖɔ gblɔ̌ wɛ a gblɔ̌ xɛ́ɛ́ ɔ́, a hun zo ǎ, a ka fá ǎ; un ná vi we sín kɔ! "
"You say, ‘I am rich; I have acquired wealth and do not need a thing.’ But you do not realize that you are wretched, pitiful, poor, blind and naked. ","A nɔ ɖɔ: ‘Un jɛ dɔkun, un mɔ akwɛ́, nǔɖé hwe dó mì ǎ.’ Lo ɔ́, a tunwun ɖɔ gbɛ̌dónánɔ wɛ émí nyí, lobo nyí lelenɔ ǎ. Wamamɔnɔ wɛ a nyǐ; nukúntíntɔ́nnɔ wɛ nú we; mɛ̌ wɛ a ɖe. "
"I counsel you to buy from me gold refined in the fire, so you can become rich; and white clothes to wear, so you can cover your shameful nakedness; and salve to put on your eyes, so you can see. ","Énɛ́ ɔ́ wú wɛ un ɖo nǔ kplɔ́n we wɛ ɖɔ hwi ní xɔ siká e è ko zé dó myɔ mɛ, bɔ nǔblíblí ɖé ma sɔ́ ɖ'é mɛ ǎ ɔ́ ɖo así ce, bó ná dó nyí dɔkunnɔ. Xɔ awu wěwé lɛ́ɛ lɔ ɖo así ce, bó ná dó, dó mɛ̌ towe e ɖo winnyá hu nú we wɛ ɔ́ jí. Mɔ̌ ɖokpó ɔ́, xɔ nukúntínkɛn ɖo así ce, bó ná dó nukún towe lɛ́ɛ jí, bó ná sixú mɔ nukúnnú. "
"Those whom I love I rebuke and discipline. So be earnest, and repent. ","Mɛ e un yí wǎn ná lɛ́ɛ ɔ́, un nɔ gbɛ́ nǔ nú yě bǐ, bó nɔ kplɔ́n nǔ yě bǐ. Hǔn, bo ɖe bǐbí dó nǔ wú towe xlɛ́, bó lɛ́ kɔ sín hwɛ towe lɛ́ɛ gúdo. "
"Here I am! I stand at the door and knock. If anyone hears my voice and opens the door, I will come in and eat with him, and he with me. ","Đǒtó, un ɖo te ɖo hɔn jí, bó ɖo hɔn xúxú wɛ; ényí mɛɖé se gbe ce, bó hun hɔn ɔ́, un ná byɔ́ xwé tɔn gbe; un ná ɖu nǔ xá ɛ, bɔ é ná ɖu nǔ xá mì. "
"To him who overcomes, I will give the right to sit with me on my throne, just as I overcame and sat down with my Father on his throne. ","“Mɛ e ná ɖu ɖ'é jí ɔ́, un ná ná ɛ gbe, bɔ é ná jínjɔ́n axɔ́súzinkpo ce jí, lě e un ɖu ɖ'é jí, bó jínjɔ́n Tɔ́ ce kpá ɖo axɔ́súzinkpo tɔn jí é ɖɔhun. "
"He who has an ear, let him hear what the Spirit says to the churches.”After this I looked, and there before me was a door standing open in heaven. And the voice I had first heard speaking to me like a trumpet said, “Come up here, and I will show you what must take place after this.” ","“Mɛ e ɖó tó bó ná dó se nǔ ɔ́ ní se nǔ e ɖɔ nú agun Klísu tɔn lɛ́ɛ wɛ Yɛsinsɛn ɖe ɔ́ ganjí.”Énɛ́ ɔ́ gúdo ɔ́, un ɖo nǔ kpɔ́n wɛ bó mɔ hɔn ɖé ɖo hunhun ɖo sɛ́xwé. Gbe e ɖo nǔ ɖɔ wɛ kpɛn ɖaxó ɖé ɖɔhun, bó ɖo xó ɖɔ nú mì wɛ ɖ'ayǐ ɔ́ ɖɔ nú mì ɖɔ: “Xá jǐ fí, un ná xlɛ́ nǔ e ɖó ná jɛ énɛ́ ɔ́ gúdo ɔ́ we.” "
"At once I was in the Spirit, and there before me was a throne in heaven with someone sitting on it. ","Tlóló ɔ́, Yɛ wá jǐ ce, bɔ un mɔ axɔ́súzinkpo ɖokpó ɖo sɛ́xwé, bɔ mɛ ɖokpó ɖo ayǐjínjɔ́n ɖo axɔ́súzinkpo énɛ́ jí. "
"And the one who sat there had the appearance of jasper and carnelian. A rainbow, resembling an emerald, encircled the throne. ","Mɛ e ɖo ayǐjínjɔ́n ɖ'é jí ɔ́ sín ninɔmɛ cí awǐnnya xɔ akwɛ́ e è nɔ ylɔ́ ɖɔ jasipée ɔ́ kpódó ée è nɔ ylɔ́ ɖɔ sadwáni ɔ́ kpán ɖɔhun. Nyǐ ɖi lɛ́ lɛ̌ dó zinkpo ɔ́, bó nɔ kɔ́n awǐnnya e è nɔ ylɔ́ ɖɔ emɛlodu ɔ́ ɖɔhun. "
"Surrounding the throne were twenty-four other thrones, and seated on them were twenty-four elders. They were dressed in white and had crowns of gold on their heads. ","Axɔ́súzinkpo ko-nukún-ɛnɛ ɖěvo lɛ́ lɛ̌ dó axɔ́súzinkpo énɛ́, bɔ mɛxó ko-nukún-ɛnɛ ɖo ayǐjínjɔ́n ɖo axɔ́súzinkpo énɛ́ lɛ́ɛ jí. Yě dǒ awu wěwé, bó xwe axɔ́súgbákún e è sɔ́ siká dó bló ná é. "
"From the throne came flashes of lightning, rumblings and peals of thunder. Before the throne, seven lamps were blazing. These are the seven spirits of God. ","Jǐ nɔ kɛ wun, è nɔ se gbe ɖé lɛ́ɛ; jǐ nɔ dó gbe sín axɔ́súzinkpo ɔ́ kɔn. Zohwín tɛ́nwe ɖo jiji wɛ ɖo axɔ́súzinkpo ɔ́ nukɔn; zohwín tɛ́nwe énɛ́ lɛ́ɛ ɔ́, Yɛ Mawu tɔn tɛ́nwe lɛ́ɛ wɛ. "
"Also before the throne there was what looked like a sea of glass, clear as crystal. In the center, around the throne, were four living creatures, and they were covered with eyes, in front and in back. ","Xu wěkpɛ́n ɖɔhun ɖé ɖo faɖaɖa ɖo axɔ́súzinkpo ɔ́ nukɔn, lobo cí awǐnnya e è nɔ ylɔ́ ɖɔ klísutalu ɔ́ ɖɔhun. Nǔɖogbɛ ɛnɛ ɖo tɛ́ntin, lɛ́ lɛ̌ dó axɔ́súzinkpo ɔ́. Nǔɖogbɛ énɛ́ lɛ́ɛ ɔ́, nukún kpé gǔdo kpó nukɔn kpó nú yě. "
"The first living creature was like a lion, the second was like an ox, the third had a face like a man, the fourth was like a flying eagle. ","Nǔɖogbɛ nukɔntɔn ɔ́ ɖi kinnikínní; nǔɖogbɛ wegɔ́ ɔ́ ɖi nyibúsú wínnyáwínnyá. Nǔɖogbɛ atɔngɔ́ ɔ́ sín nukún mɛ ɖi gbɛtɔ́ sín nukún mɛ, bɔ nǔɖogbɛ ɛnɛgɔ́ ɔ́ ɖi gangan e ɖo zinzɔn wɛ é. "
"Each of the four living creatures had six wings and was covered with eyes all around, even under his wings. Day and night they never stop saying: “Holy, holy, holy is the Lord God Almighty, who was, and is, and is to come.” ","Nǔɖogbɛ lɛ́ɛ ɖokpó ɖokpó ɖó awa ayizɛ́n; nukún kpé fí bǐ nú yě ɖo wěxo kpódó xomɛ kpó. Yě nɔ gɔn han ji zǎn kéze ǎ; yě nɔ ɖɔ: “Mǐmɛ́! Mǐmɛ́! Mǐmɛ́ wɛ Aklúnɔ Mawu ɔ́ nyí; é tíin ɖ'ayǐ, bó tíin din; é ná wá.” "
"Whenever the living creatures give glory, honor and thanks to him who sits on the throne and who lives for ever and ever, ","Nǔɖogbɛ ɛnɛ lɛ́ɛ nɔ ji han dó kpá susu, dó wlí yɛ̌yi, dó dó kú nú mɛ e ɖo ayǐjínjɔ́n ɖo axɔ́súzinkpo ɔ́ jí, bó ɖo gbɛ káká sɔ́yi é. Nú yě ɖo mɔ̌ bló wɛ hweɖěbǔnu ɔ́, "
"the twenty-four elders fall down before him who sits on the throne, and worship him who lives for ever and ever. They lay their crowns before the throne and say: ","mɛxó ko-nukún-ɛnɛ lɛ́ɛ nɔ jɛ kpo ɖo mɛ e ɖo axɔ́súzinkpo ɔ́ jí, bó ɖo gbɛ káká sɔ́yi ɔ́ nukɔn, bó nɔ sɛn ɛ. Yě nɔ zé axɔ́súgbákún yětɔn lɛ́ɛ nyi axɔ́súzinkpo ɔ́ nukɔn, bó nɔ ɖɔ: "
"“You are worthy, our Lord and God, to receive glory and honor and power, for you created all things, and by your will they were created and have their being.”Then I saw in the right hand of him who sat on the throne a scroll with writing on both sides and sealed with seven seals. ","“Aklúnɔ mǐtɔn, Mawu mǐtɔn, susu, yɛ̌yi kpó hlɔ̌nhlɔ́n kpó jɛ xá we, ɖó a blǒ nǔ bǐ; hwi wɛ jló bɔ yě tíin; hwi wɛ jló bɔ yě ɖo gbɛ.”Énɛ́ ɔ́ gúdo ɔ́, un mɔ wěma ɖé ɖo mlǎmlá ɖo mɛ e jínjɔ́n axɔ́súzinkpo jí ɔ́ sín alɔ ɖisí ɔ́ mɛ; è wlán nǔ dó wěma énɛ́ sín akpáxwé we lɛ́ɛ bǐ; è tlɛ́ wěma ɔ́ ɖo fí tɛ́nwe, bó ɖó wuntun jí. "
"And I saw a mighty angel proclaiming in a loud voice, “Who is worthy to break the seals and open the scroll?” ","Un mɔ wɛnsagun hlɔ̌nhlɔ́nnɔ ɖokpó ɖo xó sú wɛ tlílí, bó nɔ ɖɔ: “Mɛ̌ é ka jɛ xá ɖɔ é nǐ gba wuntun lɛ́ɛ, bó hun wěma ɔ́.” "
But no one in heaven or on earth or under the earth could open the scroll or even look inside it. ,"Lo ɔ́, mɛ ɖěbǔ ɖe ɖo jǐxwé ǎ; mɛɖé ɖe ɖo ayǐkúngban jí ǎ; mɛɖé ka ɖe ɖo ayǐkúngban glɔ́, bó ná sixú hun wěma ɔ́, abǐ bó ná sixú kpɔ́n xo tɔn mɛ ǎ. "
I wept and wept because no one was found who was worthy to open the scroll or look inside. ,"Énɛ́ ɔ́, un ya avǐ ɖésú, ɖó è mɔ mɛ e jɛ xá ɖɔ é ní hun wěma ɔ́, abǐ ní kpɔ́n xo tɔn mɛ é ɖěbǔ ǎ. "
"Then one of the elders said to me, “Do not weep! See, the Lion of the tribe of Judah, the Root of David, has triumphed. He is able to open the scroll and its seven seals.” ","Lo ɔ́, mɛxó lɛ́ɛ ɖokpó ɖɔ nú mì ɖɔ: “Ma ya avǐ ó, kpɔ́n: kinnikínní e ɖo akɔta Judáa tɔn mɛ, bó nyí axɔ́sú Davídi ví ɔ́ ɖu ɖ'é jí, bó ná gba wuntun tɛ́nwe lɛ́ɛ, bó ná hun wěma ɔ́.” "
"Then I saw a Lamb, looking as if it had been slain, standing in the center of the throne, encircled by the four living creatures and the elders. He had seven horns and seven eyes, which are the seven spirits of God sent out into all the earth. ","Un mɔ Lɛ̌ngbɔ́ví ɖokpó ɖo te ɖo axɔ́súzinkpo ɔ́ tɛ́ntin; nǔɖogbɛ ɛnɛ lɛ́ɛ kpó mɛxó lɛ́ɛ kpó lɛ́ lɛ̌ dó e. Lɛ̌ngbɔ́ví ɔ́ cí hu wɛ è hu i ɖɔhun; é ɖó zo tɛ́nwe, bó ɖó nukún tɛ́nwe; nukún tɛ́nwe lɛ́ɛ wɛ nyí Yɛ Mawu tɔn tɛ́nwe e è sɔ́ sɛ́ dó ayǐkúngban ɔ́ bǐ jí é. "
He came and took the scroll from the right hand of him who sat on the throne. ,"Lɛ̌ngbɔ́ví ɔ́ sɛ yi nukɔn, bó yí wěma ɔ́ ɖo mɛ e jínjɔ́n axɔ́súzinkpo ɔ́ jí ɔ́ sín alɔ ɖisí ɔ́ mɛ. "
"And when he had taken it, the four living creatures and the twenty-four elders fell down before the Lamb. Each one had a harp and they were holding golden bowls full of incense, which are the prayers of the saints. ","Ée é yí wěma ɔ́ é ɔ́, nǔɖogbɛ ɛnɛ lɛ́ɛ kpó mɛxó ko-nukún-ɛnɛ lɛ́ɛ kpán jɛ kpoli ɖo nukɔn tɔn. Yě mɛ ɖokpó ɖokpó hɛn agǐdigbo ɖokpó ɖokpó, bó lɛ́ hɛn sikákɔ́fu, bɔ zǎlínkpɔ́n gɔ́. Zǎlínkpɔ́n ɔ́ wɛ nyí ɖɛ e mɛɖeɖóvo Mawu tɔn lɛ́ɛ nɔ xo lɛ́ɛ. "
"And they sang a new song: “You are worthy to take the scroll and to open its seals, because you were slain, and with your blood you purchased men for God from every tribe and language and people and nation. ","Yě ɖo han yɔ̌yɔ́ ɖé ji wɛ ɖɔ: “A nyǐ mɛ e jɛ xá bó ná yí wěma ɔ́, bó gba wuntun lɛ́ɛ é; ɖó è hu we, bɔ gbɔn hun towe gbla mɛ ɔ́, a xɔ gbɛ nú gbɛtɔ́ lɛ́ɛ nú Mawu, ɖo gbe lɛ́ɛ bǐ mɛ, ɖo togun lɛ́ɛ bǐ mɛ, ɖo to lɛ́ɛ bǐ mɛ. "
"You have made them to be a kingdom and priests to serve our God, and they will reign on the earth.” ","A sɔ́ yě dó bló axɔ́súɖuto, bó sɔ́ yě dó bló vɔ̌sánú-xwlémawutɔ́ lɛ́ɛ sín axɔ́súɖuto ná, bónú yě ná wa azɔ̌ nú Mawu mǐtɔn, bó ná ɖu axɔ́sú ɖo ayǐkúngban jí.” "
"Then I looked and heard the voice of many angels, numbering thousands upon thousands, and ten thousand times ten thousand. They encircled the throne and the living creatures and the elders. ","Un lɛ́ kpɔ́n bó se wɛnsagun wɔ̌buwɔ́bú ɖé lɛ́ɛ sín gbe; wɛnsagun wɔ̌bliwɔ̌va wɛ; yě lɛ́ lɛ̌ dó axɔ́súzinkpo ɔ́ kpó nǔɖogbɛ lɛ́ɛ kpó, kpódó mɛxó lɛ́ɛ kpán. "
"In a loud voice they sang: “Worthy is the Lamb, who was slain, to receive power and wealth and wisdom and strength and honor and glory and praise!” ","Yě zé gbe dó jǐ bó ɖo ɖiɖɔ wɛ ɖɔ: “Lɛ̌ngbɔ́ví e è hu ɔ́ wɛ nyí mɛ e é jɛ xá bɔ é ná yí acɛ, dɔkun, nǔnywɛ́, hlɔ̌nhlɔ́n, yɛ̌yi, susu kpó kpikpa kpó é.” "
"Then I heard every creature in heaven and on earth and under the earth and on the sea, and all that is in them, singing: “To him who sits on the throne and to the Lamb be praise and honor and glory and power, for ever and ever!” ","Un lɛ́ se nǔɖíɖó e ɖo jǐxwé lɛ́ɛ bǐ, ée ɖo ayǐkúngban jí lɛ́ɛ bǐ, ée ɖo ayǐkúngban glɔ́ lɛ́ɛ bǐ, ée ɖo xu mɛ lɛ́ɛ bǐ; nǔɖíɖó e gbɔn wɛ̌kɛ́zo ɛnɛ lɛ́ɛ mɛ lɛ́ɛ bǐ ɖo ɖiɖɔ wɛ ɖɔ: “Kpikpa, yɛ̌yi, susu, kpódó hlɔ̌nhlɔ́n kpó ní nyí mɛ e ɖo ayǐjínjɔ́n ɖo axɔ́súzinkpo ɔ́ jí é kpódó Lɛ̌ngbɔ́ví ɔ́ kpó tɔn káká sɔ́yi!” "
"The four living creatures said, “Amen,” and the elders fell down and worshiped.I watched as the Lamb opened the first of the seven seals. Then I heard one of the four living creatures say in a voice like thunder, “Come!” ","Nǔɖogbɛ ɛnɛ lɛ́ɛ yí gbe ɖɔ: “Amǐ!” Bɔ mɛxó lɛ́ɛ jɛ kpoli bó ɖe kɔ́.Énɛ́ ɔ́ gúdo ɔ́, wuntun tɛ́nwe lɛ́ɛ ɔ́, un mɔ Lɛ̌ngbɔ́ví ɔ́ gba nukɔntɔn ɔ́, bɔ un se nǔɖogbɛ ɛnɛ lɛ́ɛ ɖokpó dó gbe jǐ dó gbe ɖɔhun, bó ɖɔ: “Wǎ!” "
